articleID,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
5a93bea110f40f00018c3049,By TRIP GABRIEL,article,A Mine Blast Sent Him to Jail. Miners May Send Him to Congress.,"['Blankenship, Don L', 'Explosions (Accidental)', 'Mines and Mining', 'Coal', 'Accidents and Safety', 'Elections, Senate', 'Ex-Convicts', 'Primaries and Caucuses', 'Logan County (W Va)', 'Manchin, Joe III', 'West Virginia', 'Appalachian Region']",68,National,1,2018-02-26 08:00:26,Unknown,"In West Virginia, the name of Don Blankenship, former head of Massey Energy, can evoke hopes for bygone prosperity or the anguish of a deadly disaster.",The New York Times,News,https://www.nytimes.com/2018/02/26/us/don-blankenship-west-virginia-senate.html,1657
5a93b0f910f40f00018c302e,By SHANNON DOYNE,article,Has Modesty Ever Prevented You From Celebrating an Achievement?,[],68,Learning,0,2018-02-26 07:02:13,Unknown,Why do you think people sometimes have difficulty being proud of what they have accomplished?,The New York Times,News,https://www.nytimes.com/2018/02/26/learning/has-modesty-ever-prevented-you-from-celebrating-an-achievement.html,355
5a93b0ca10f40f00018c302d,By NINA SIEGAL,article,Investigating  Secrets  Of a Portrait,"['Vermeer, Jan', 'Mauritshuis', 'Restoration and Renovation', 'Museums', 'Hague (Netherlands)']",68,Culture,1,2018-02-26 07:01:26,Art & Design,Researchers in The Hague will use technology borrowed from medicine to find the answers to lingering questions about Vermeer’s 1665 masterpiece.,The New York Times,News,https://www.nytimes.com/2018/02/26/arts/design/girl-with-a-pearl-earring-mauritshuis.html,907
5a93987010f40f00018c2ffd,By BROOKS BARNES,article,Weinstein Co. Says It Will File For Bankruptcy As Sale Falters,"['Weinstein, Harvey', 'Weinstein Co', 'Sexual Harassment', 'Bankruptcies']",68,Business,3,2018-02-26 05:17:32,Unknown,"The film and television studio has been struggling in the wake of sexual misconduct allegations against Harvey Weinstein, its co-owner.",The New York Times,News,https://www.nytimes.com/2018/02/26/business/weinstein-bankruptcy-deal.html,1052
5a9396c210f40f00018c2ff8,By JESSE GREEN,article,"A Brief History of Gay Theater, in Three Acts","['Homosexuality and Bisexuality', 'Discrimination', 'Actors and Actresses', 'Acquired Immune Deficiency Syndrome', 'Theater', 'Bomer, Matt', 'Mantello, Joe', 'Parsons, Jim', 'Murphy, Ryan', 'Quinto, Zachary', 'Rannells, Andrew']",68,TStyle,74,2018-02-26 05:10:20,Unknown,On the return of ‘The Boys in the Band’ and why it matters more than ever.,The New York Times,News,https://www.nytimes.com/2018/02/26/t-magazine/gay-theater-history-boys-in-the-band.html,4966
5a937d9e10f40f00018c2fc8,By CHARLES BRAMESCO,article,"‘The Walking Dead,’ Season 8, Episode 9 Recap: A Lesson Before Dying","['Television', 'The Walking Dead (TV Program)']",66,Culture,0,2018-02-26 03:23:02,Television,The series returned from its midwinter break with the most affecting moment of the season so far.,The New York Times,Review,https://www.nytimes.com/2018/02/25/arts/television/the-walking-dead-recap-honor-midwinter-return.html,1032
5a93784510f40f00018c2fc5,By FELIX SALMON,article,Do the Right Thing,"['Books and Literature', 'Fair Shot: Rethinking Inequality and How We Earn (Book)', 'Hughes, Chris (1983- )', 'Income Inequality', 'Poverty']",66,BookReview,17,2018-02-26 03:00:16,Book Review,"In “Fair Shot,” the entrepreneur considers the role luck played in his career, and how to make life more just for everyone.",The New York Times,Review,https://www.nytimes.com/2018/02/25/books/review/chris-hughes-fair-shot.html,1268
5a93783d10f40f00018c2fc4,By JUDY BERMAN,article,"‘Here and Now’ Season 1, Episode 3: High Anxiety","['Television', 'Here and Now (TV Program)']",66,Culture,0,2018-02-26 03:00:00,Television,"Until now, Greg came across as a sort of living Op-Ed page. This week we got a more sensitive look into his existential crisis.",The New York Times,Review,https://www.nytimes.com/2018/02/25/arts/television/here-and-now-recap-if-a-deer-in-the-woods-season-1-episode-3.html,1263
5a93675a10f40f00018c2fb9,By CHARLES M. BLOW,article,America  Is the Gun,"['Gun Control', 'Research', 'Law and Legislation', 'Deaths (Fatalities)', 'United States Politics and Government', 'Bureau of Alcohol, Tobacco and Firearms', 'Centers for Disease Control and Prevention', 'Dickey, Jay']",65,OpEd,19,2018-02-26 01:48:05,Unknown,We have long venerated the gun and valorized its usage.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/25/opinion/america-is-the-gun.html,856
5a93641a10f40f00018c2fb4,By TIFFANY HSU,article,"Strong Sales at Gun Show, but Cracks in Solidarity","['Gun Control', 'Firearms', 'Parkland, Fla, Shooting (2018)', 'Conventions, Fairs and Trade Shows', 'Florida Gun Shows', 'United States Politics and Government', 'Marjory Stoneman Douglas High School (Parkland, Fla)', 'National Rifle Assn', 'Florida', 'Tampa (Fla)']",68,Business,10,2018-02-26 01:34:11,Unknown,"As calls for gun bans intensify after the Parkland shooting, some sellers proudly display AR-15 semiautomatic rifles but say they support some limits.",The New York Times,News,https://www.nytimes.com/2018/02/25/business/gun-show-tampa-parkland.html,1107
5a9362b010f40f00018c2fb2,By CLIFFORD KRAUSS,article,Low Oil Prices Spur the Saudis To Play the Field,"['Saudi Arabia', 'Oil (Petroleum) and Gasoline', 'Saudi Aramco', 'Organization of the Petroleum Exporting Countries', 'International Trade and World Market', 'Foreign Investments', 'International Relations', 'United States', 'Russia', 'China', 'Initial Public Offerings']",68,Business,1,2018-02-26 01:28:11,Energy & Environment ,The need to recharge its economy gives the kingdom new reasons to make common cause with China and Russia — overtures Washington is willing to accept.,The New York Times,News,https://www.nytimes.com/2018/02/25/business/energy-environment/saudi-oil-world.html,1480
5a93622410f40f00018c2fb1,By JACK HEALY and PATRICIA MAZZEI,article,"Students Return, Gingerly, to the School Where Their Friends Died","['School Shootings and Armed Attacks', 'Parkland, Fla, Shooting (2018)', 'Education (K-12)', 'Parkland (Fla)', 'Israel, Scott', 'Scott, Richard L', 'Broward County (Fla)', 'Marjory Stoneman Douglas High School (Parkland, Fla)']",68,National,12,2018-02-26 01:25:52,Unknown,"The campus in Parkland, Fla., where 17 people were killed, reopened on Sunday for students and their families to retrieve belongings, reunite with friends and brace themselves for classes to resume.",The New York Times,News,https://www.nytimes.com/2018/02/25/us/florida-students-return-high-school.html,1077
5a935d5f10f40f00018c2fab,By MARGARET RENKL,article,The Pain of Loving Old Dogs,"['Dogs', 'Pets', 'Longevity']",68,OpEd,19,2018-02-26 01:05:30,Unknown,It’s hard to know what to do when age brings a faithful companion so much fear and suffering.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/25/opinion/loving-old-dogs.html,1087
5a935c8910f40f00018c2faa,By DAVID LEONHARDT,article,The Left is Energized. Now It Needs to Vote.,"['Liberalism (US Politics)', 'Voting and Voters', 'United States Politics and Government', 'Youth', 'Asian-Americans', 'Hispanic-Americans', 'Demonstrations, Protests and Riots', 'Blacks', 'Trump, Donald J', 'Democratic Party']",68,OpEd,19,2018-02-26 01:01:55,Unknown,"Progressives don’t vote as often as conservatives do, which makes turnout the biggest opportunity for the new progressive movement.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/25/opinion/democrats-voter-turnout.html,825
5a93528810f40f00018c2f9b,"By SHERYL GAY STOLBERG, JONATHAN MARTIN and THOMAS KAPLAN",article,Pressure to Act On Gun Limits Tests Congress,"['Gun Control', 'Law and Legislation', 'United States Politics and Government', 'Parkland, Fla, Shooting (2018)', 'School Shootings and Armed Attacks', 'Governors (US)', 'Trump, Donald J', 'House of Representatives', 'Senate', 'Republican Party']",68,Washington,1,2018-02-26 00:19:15,Politics,"Lawmakers have no clear consensus on even incremental changes to gun restrictions, let alone more sweeping legislation.",The New York Times,News,https://www.nytimes.com/2018/02/25/us/politics/gun-control-congress-governors.html,1669
5a9351aa10f40f00018c2f98,By EZEKIEL J. EMANUEL,article,Are Hospitals Obsolete?,"['Hospitals', 'Surgery and Surgeons', 'Mergers, Acquisitions and Divestitures']",68,OpEd,19,2018-02-26 00:15:30,Unknown,"More patients can be treated at home or in doctors’ offices, and that’s a good thing.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/25/opinion/hospitals-becoming-obsolete.html,744
5a934cf110f40f00018c2f8f,By THE EDITORIAL BOARD,article,"A Tax Cut Bonanza, for Investors","['Tax Cuts and Jobs Act (2017)', 'Corporate Taxes', 'United States Politics and Government', 'Trump, Donald J', 'Stocks and Bonds']",66,Editorial,18,2018-02-25 23:55:24,Unknown,"Businesses are buying back stock to boost prices, giving dividends and pursuing mergers, not raising wages.",The New York Times,Editorial,https://www.nytimes.com/2018/02/25/opinion/investors-republican-tax-cut.html,659
5a934c6d10f40f00018c2f8e,By JULIE HIRSCHFELD DAVIS and KIRK SEMPLE,article,Feud Over Wall Derails  Mexican Leader’s Visit,"['United States International Relations', 'Trump, Donald J', 'Pena Nieto, Enrique', 'Border Barriers', 'United States Politics and Government', 'Mexico', 'Videgaray, Luis (1968- )']",68,Washington,14,2018-02-25 23:53:12,Politics,"A call between President Enrique Peña Nieto and President Trump descended into a quarrel over the wall, a topic that is fraying relations and blocking progress on vital issues.",The New York Times,News,https://www.nytimes.com/2018/02/25/us/politics/trump-mexico-pena-nieto-visit-wall.html,1210
5a93447110f40f00018c2f86,By NELLIE BOWLES,article,Balking at ‘Blockchain Bros’,"['Virtual Currency', 'Women and Girls', 'Bitcoin (Currency)', 'Venture Capital', 'Start-ups', 'Careers and Professions', 'Discrimination']",67,Business,1,2018-02-25 23:19:05,Unknown,"Cryptocurrencies and blockchain were meant to be great equalizers. Instead, women are finding that the gold rush is already stacked against them.",The New York Times,News,https://www.nytimes.com/2018/02/25/business/cryptocurrency-women-blockchain-bros.html,1152
5a933ffa10f40f00018c2f7d,By DEB AMLEN,article,Wise Old Saying,"['Crossword Puzzles', 'American Crossword Puzzle Tournament']",68,Games,0,2018-02-25 23:00:03,Unknown,Andrea Carla Michaels and Mark Diehl collaborate on a life lesson.,The New York Times,News,https://www.nytimes.com/2018/02/25/crosswords/daily-puzzle-2018-02-26.html,730
5a933ff810f40f00018c2f7c,By BRUCE MARCUS,article,One Apology Too Many,"['Apologies', 'Dogs', 'New York City']",0,Metro,17,2018-02-25 23:00:03,Unknown,Taking sidewalk courtesy to the extreme.,The New York Times,News,https://www.nytimes.com/2018/02/25/nyregion/metropolitan-diary-one-apology-too-many.html,58
5a933be110f40f00018c2f76,By ADAM NOSSITER,article,Traveling to Niger to Keep Most Migrants There,"['Middle East and Africa Migrant Crisis', 'France', 'Niger', 'Agadez (Niger)', 'Refugees and Displaced Persons', 'Asylum, Right of', 'Macron, Emmanuel (1977- )']",68,Foreign,1,2018-02-25 22:42:35,Africa,"France is screening migrants before they take a perilous trip across the Mediterranean. A few get a plane ticket. For everyone else, the message is: Stay home.",The New York Times,News,https://www.nytimes.com/2018/02/25/world/africa/france-africa-migrants-asylum-niger.html,1796
5a93161b10f40f00018c2f3e,By NATASHA SINGER,article,Scouring  Our Clicks  For Clues  To Our Health,"['Mobile Applications', 'Smartphones', 'Data-Mining and Database Marketing', 'Mental Health and Disorders']",67,Business,1,2018-02-25 20:01:26,Unknown,"An emerging field, digital phenotyping, tries to assess people’s well-being based on their interactions with digital devices.",The New York Times,News,https://www.nytimes.com/2018/02/25/technology/smartphones-mental-health.html,1335
5a93146a10f40f00018c2f3b,By NOAM SCHEIBER and KENNETH P. VOGEL,article,Web of Donors Sees a Chance  To Curb Labor,"['Uihlein, Richard', 'Organized Labor', 'Government Employees', 'Collective Bargaining', 'Janus, Mark', 'Conservatism (US Politics)', 'Suits and Litigation (Civil)', 'Supreme Court (US)', 'Illinois']",68,Business,1,2018-02-25 19:54:11,Economy,A coordinated push by some of the right’s biggest contributors has paved the way for a Supreme Court decision that could cripple public-sector unions.,The New York Times,News,https://www.nytimes.com/2018/02/25/business/economy/labor-court-conservatives.html,1794
5a92d66e10f40f00018c2ed8,By TEJAL RAO,article,What to Cook This Week,"['Cooking and Cookbooks', 'Recipes']",67,Dining,0,2018-02-25 15:29:45,Unknown,"Penne alla vodka, Sri Lankan-style dal or egg drop soup: Make dinner count in the days ahead.",The New York Times,News,https://www.nytimes.com/2018/02/25/dining/what-to-cook-this-week-newsletter.html,490
5a92894810f40f00018c2e7e,Compiled by C. J. HUGHES,article,Unknown,"['Real Estate and Housing (Residential)', 'Williamsburg (Brooklyn, NY)', 'Englewood (NJ)', 'New Rochelle (NY)', 'Westport (Conn)', 'Upper East Side (Manhattan, NY)', 'East Hills (NY)']",68,RealEstate,12,2018-02-25 10:00:33,Unknown,Recent residential sales in New York City and the region.,The New York Times,News,https://www.nytimes.com/2018/02/25/realestate/homes-that-sold-for-around-1000000.html,415
5a92893010f40f00018c2e7c,By MARIA RUSSO and JOSEPHINE SEDGWICK,article,Drawing Black History: 4 Children’s Book Illustrators Show Us How,"['Between the Lines: How Ernie Barnes Went from the Football Field to the Art Gallery (Book)', 'Christie, R Gregory', 'Collier, Bryan', 'Levinson, Cynthia', 'Newton, Vanessa Brantley', 'Ransome, James E', 'Wallace, Sandra Neil', 'Weatherford, Carole Boston', 'Books and Literature', 'Children and Childhood', 'Art', 'Civil Rights Movement (1954-68)']",66,NewsDesk,0,2018-02-25 10:00:11,Unknown,We talked to the creators of four children’s books that depict forgotten figures from black history or find new meaning in familiar ones.,The New York Times,News,https://www.nytimes.com/2018/02/25/reader-center/black-history-children-literature-picture-books.html,903
5a9283c010f40f00018c2e76,By CHRIS BUCKLEY and KEITH BRADSHER,article,China Moves to Allow Xi To Stay in Power for Years,"['Communist Party of China', 'Xi Jinping', 'China', 'Term Limits (Political Office)', 'Constitutions', 'Wang Qishan']",68,Foreign,1,2018-02-25 09:36:59,Asia Pacific,"The Communist Party has proposed revising the Constitution to end a two-term limit, which would let Xi Jinping remain president, perhaps indefinitely.",The New York Times,News,https://www.nytimes.com/2018/02/25/world/asia/china-xi-jinping.html,1481
5a91ee7810f40f00018c2dd9,By CAITLIN LOVINGER,article,Letter Recycling,['Crossword Puzzles'],65,Games,0,2018-02-24 23:00:02,Unknown,"Will Nediger reduces and reuses, and requires some cerebral juggling to solve his puzzle.",The New York Times,News,https://www.nytimes.com/2018/02/24/crosswords/daily-puzzle-2018-02-25.html,1593
5a91d3ff10f40f00018c2db6,By NICHOLAS FANDOS,article,Redacted Memo Rebuts Charges On Surveillance,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'House Committee on Intelligence', 'Democratic Party', 'Federal Bureau of Investigation', 'Republican Party', 'Classified Information and State Secrets', 'Surveillance of Citizens by Government', 'Foreign Intelligence Surveillance Act (FISA)', 'United States Politics and Government', 'Justice Department', 'Page, Carter', 'Trump, Donald J']",68,Washington,1,2018-02-24 21:07:06,Politics,House Democrats made public a heavily redacted memo that was drafted to counter Republican claims of surveillance abuses against a former Trump campaign aide.,The New York Times,News,https://www.nytimes.com/2018/02/24/us/politics/democratic-memo-released-fbi-surveillance-carter-page.html,1482
5a91c40910f40f00018c2da8,By SASHA COHEN,article,An Olympian’s Guide to Retiring,"['Olympic Games', 'Depression (Mental)', 'Phelps, Michael', 'Athletics and Sports']",66,OpEd,8,2018-02-24 19:59:00,Sunday Review,One thing I have learned is that the rules for life are different from the rules for sports.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/sunday/sasha-cohen-olympics-pyeongchang.html,944
5a91c31910f40f00018c2da5,By THE EDITORIAL BOARD,article,Let Cities Open Safe Injection Sites,"['Drug Abuse and Traffic', 'Opioids and Opiates', 'Deaths (Fatalities)', 'Addiction (Psychology)', 'Philadelphia (Pa)', 'Vancouver (Wash)', 'Trump, Donald J', 'United States Politics and Government']",62,Editorial,10,2018-02-24 19:55:01,Sunday Review,"State and local governments should pass laws to protect facilities that help curb overdose deaths, in the face of the Trump administration’s threats.",The New York Times,Editorial,https://www.nytimes.com/2018/02/24/opinion/sunday/drugs-safe-injection-sites.html,946
5a91c03a10f40f00018c2da1,By MAUREEN DOWD,article,This Snake Can’t Shed His Skin,"['Trump, Donald J', 'United States Politics and Government']",68,OpEd,11,2018-02-24 19:42:46,Sunday Review,A grim reptilian fable about a leader who’s not able.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/sunday/donald-trump-snake-dowd.html,847
5a91bd5610f40f00018c2d98,By ARI SCOTT,article,Wearing My Dying Mother’s Clothes,"['Death and Dying', 'Parenting', 'Families and Family Life', 'Fashion and Apparel']",67,OpEd,12,2018-02-24 19:30:23,Sunday Review,Her illness essentially doubled my wardrobe. I obviously had mixed feelings about that.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/sunday/wearing-my-dying-mothers-clothes.html,810
5a91bd5410f40f00018c2d97,By ROSS DOUTHAT,article,The Edges of Reason,"['Astrology', 'Alternative and Complementary Medicine', 'Books and Literature', 'Pinker, Steven', 'Health Foods']",68,OpEd,11,2018-02-24 19:30:22,Sunday Review,The curiosity that Steven Pinker’s vision of enlightenment leaves out.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/sunday/steven-pinker-reason.html,827
5a91bd4e10f40f00018c2d94,By MOISES VELASQUEZ-MANOFF,article,"Real Men Get Rejected, Too","['Men and Boys', '#MeToo Movement', 'Sexual Harassment', 'Sex', 'Sex Crimes']",65,OpEd,3,2018-02-24 19:30:18,Sunday Review,"We need to free boys from shame, and teach them that masculinity isn’t about domination.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/sunday/real-men-masculinity-rejected.html,1529
5a91b0e310f40f00018c2d85,By PETER BAKER,article,Should Trump Fear Mueller?,"['Mueller, Robert S III', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'Federal Bureau of Investigation', 'Justice Department', 'Gates, Richard W III (1972- )', 'Manafort, Paul J', 'Trump, Donald J', 'United States Politics and Government']",68,Washington,1,2018-02-24 18:37:18,Politics,"President Trump and his aides point out that he has not been implicated by any of the charges in the Russia inquiry led by the special counsel Robert S. Mueller III. Yet the investigation seems to be leading to a larger, as yet undefined, goal.",The New York Times,News Analysis,https://www.nytimes.com/2018/02/24/us/politics/trump-russia-inquiry-mueller.html,1535
5a91ac1a10f40f00018c2d7e,"By SHANE GOLDMACHER, BRIAN M. ROSENTHAL and AGUSTIN ARMENDARIZ",article,"Despite an Ethics Order, Cuomo Took $890,000 From Appointees","['New York State', 'Politics and Government', 'Cuomo, Andrew M', 'Campaign Finance', 'Public Authorities', 'Ethics and Official Misconduct', 'New York State Council on the Arts']",68,Metro,1,2018-02-24 18:16:51,Unknown,"Gov. Andrew Cuomo has reinterpreted an executive directive, enabling him to receive about $890,000 from people he has appointed to state boards.",The New York Times,News,https://www.nytimes.com/2018/02/24/nyregion/cuomo-fund-raising-ethics-appointees.html,3083
5a919a1810f40f00018c2d5f,By CAITLIN LOVINGER,article,Puns and Anagrams,['Crossword Puzzles'],0,Games,0,2018-02-24 17:00:03,Unknown,Sam Ezersky almost spells my zealots maskers.,The New York Times,News,https://www.nytimes.com/2018/02/24/crosswords/puns-and-anagrams.html,551
5a91951a10f40f00018c2d51,By ERIC LIPTON and ALEXANDER BURNS,article,"N.R.A.’s Muscle  Built on Votes,  Not Donations","['National Rifle Assn', 'Campaign Finance', 'Gun Control', 'United States Politics and Government', 'Endorsements', 'Firearms', 'Second Amendment (US Constitution)', 'Lobbying and Lobbyists', 'Center for Responsive Politics', 'Trump, Donald J', 'Parkland, Fla, Shooting (2018)', 'Political Advertising']",68,Washington,1,2018-02-24 16:38:44,Politics,The group is often perceived by opponents as bankrolling its preferred candidates. But its influence is derived from a muscular electioneering machine.,The New York Times,News,https://www.nytimes.com/2018/02/24/us/politics/nra-gun-control-florida.html,1775
5a91948510f40f00018c2d50,By JOHN SCHWARTZ,article,A Local Partnership in Louisiana,"['Times-Picayune (New Orleans)', 'Newspapers', 'New York Times', 'News and News Media', 'Louisiana']",68,Insider,2,2018-02-24 16:36:16,Unknown,A special Times collaboration with New Orleans’ NOLA.com | The Times-Picayune on the environmental threat to the Gulf Coast took nearly a year to put together.,The New York Times,News,https://www.nytimes.com/2018/02/24/insider/louisiana-times-picayune.html,674
5a91828a10f40f00018c2d30,By PAUL KRUGMAN,article,Paroling the Spanish Prisoner (Wonkish),"['Economic Conditions and Trends', 'Euro (Currency)', 'Spain', 'Europe']",68,OpEd,0,2018-02-24 15:19:33,Unknown,"The economics of the euro were as bad as expected, but it has proved politically durable.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/24/opinion/paroling-the-spanish-prisoner-wonkish.html,590
5a917e0e10f40f00018c2d28,By RONDA KAYSEN,article,You Can Hear a Neighbor Snore? That May Be a Habitability Concern,"['Real Estate and Housing (Residential)', 'Noise', 'Snoring']",61,RealEstate,2,2018-02-24 15:00:26,Unknown,What can be done about the snoring noises that can be heard from another apartment?,The New York Times,News,https://www.nytimes.com/2018/02/24/realestate/a-snoring-neighbor-causes-sleepless-nights.html,378
5a916c1610f40f00018c2d14,By NIRAJ CHOKSHI,article,"Conspiracy Theory’s Long, Dark History","['Blacks', 'Race and Ethnicity', 'School Shootings and Armed Attacks', 'Fringe Groups and Movements']",67,Express,19,2018-02-24 13:43:44,Unknown,Conspiracy theories about the Florida school shooting are part of a long history of genuine activism being dismissed as the work of paid agitators.,The New York Times,News,https://www.nytimes.com/2018/02/24/us/crisis-actors-florida-shooting.html,668
5a9153c810f40f00018c2cfa,By EMILY BADGER,article,Tech Envisions the Ultimate Start-Up: An Entire City,"['Urban Areas', 'Science and Technology', 'Computers and the Internet', 'Area Planning and Renewal', 'San Francisco Bay Area (Calif)', 'Entrepreneurship']",66,Upshot,0,2018-02-24 12:00:03,Unknown,Silicon Valley wants to save cities. What could go wrong?,The New York Times,News,https://www.nytimes.com/2018/02/24/upshot/tech-envisions-the-ultimate-start-up-an-entire-city.html,1834
5a9145d910f40f00018c2ce6,By SRIDHAR PAPPU,article,‘Fire and Fury’ Puts Rubin Back on Top,"['Rubin, Stephen', 'Book Trade and Publishing', 'Wolff, Michael (1953- )', 'Fire and Fury: Inside the Trump White House (Book)', 'Holt, Henry, & Co', 'Books and Literature']",68,SundayBusiness,1,2018-02-24 11:00:35,Unknown,"Basically written off by many of his publishing peers when he left Random House nine years ago, Mr. Rubin is back on top with Henry Holt. The reason? A certain book about the White House.",The New York Times,News,https://www.nytimes.com/2018/02/24/business/stephen-rubin-fire-fury.html,3016
5a9145d410f40f00018c2ce4,By CLAIRE COGHLAN,article,Taking On the Men By Using Their Words,"['#MeToo Movement', 'Half Magic (Movie)', 'Graham, Heather', 'Movies', 'Actors and Actresses']",68,Styles,1,2018-02-24 11:00:29,Unknown,"In her directorial debut, “Half Magic,” women fight misogyny in Hollywood with witchcraft.",The New York Times,News,https://www.nytimes.com/2018/02/24/style/heather-graham-half-magic.html,1333
5a9137b610f40f00018c2cd0,By MARK LANDLER,article,Dispatches From the DMZ: My Three Trips to the Last Cold War Frontier,"['North Korea', 'Korean Demilitarized Zone', 'United States International Relations', 'South Korea', 'Trump, Donald J']",68,NewsDesk,0,2018-02-24 10:00:16,Unknown,"The zone is ground zero of a once-and-possibly-future war with North Korea, and visiting it comes with a sense of marvel and menace. ",The New York Times,News,https://www.nytimes.com/2018/02/24/insider/korea-demilitarized-zone.html,919
5a9137b210f40f00018c2cce,By DAVID SEGAL,article,"After 38 Medals, Norway Feels Stress of Success","['Norway', 'Olympic Games (2018)', 'Cross-Country Skiing', 'Alpine Skiing', 'Speedskating', 'Biathlon', 'Ski Jumping']",68,Sports,1,2018-02-24 10:00:13,Olympics,"After a historic performance at the Olympics, some Norwegians fret that they dominate their favorite sport so much that they are ruining it.",The New York Times,News,https://www.nytimes.com/2018/02/24/sports/olympics/final-medal-count-norway.html,1336
5a90da4d10f40f00018c2c5f,By SEAN FEAR,article,How South Vietnam Defeated Itself,"['Vietnam War', 'Politics and Government', 'Vietnam']",68,OpEd,0,2018-02-24 03:21:43,Unknown,America failed to win the war. But Saigon fell because its government failed to unite its people.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/23/opinion/how-south-vietnam-defeated-itself.html,2696
5a90d53910f40f00018c2c57,By CAITLIN LOVINGER,article,"‘Go, Me!’",['Crossword Puzzles'],68,Games,0,2018-02-24 03:00:04,Unknown,"In the criminal justice system, there are difficult puzzles. This one is by John Guzzetta.",The New York Times,News,https://www.nytimes.com/2018/02/23/crosswords/daily-puzzle-2018-02-24.html,740
5a90c91b10f40f00018c2c47,By GAIL COLLINS,article,The Politics of Sex (Scandals),"['Midterm Elections (2018)', 'Missouri', 'Greitens, Eric', 'Politics and Government', 'Adultery', 'Kentucky', 'Johnson, Dan (1960-2017)', 'Sex', 'United States Politics and Government']",68,OpEd,23,2018-02-24 02:08:21,Unknown,The year the Show Me State saw too much.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/23/opinion/eric-greitens-sex-scandal.html,858
5a90c32910f40f00018c2c42,By BRET STEPHENS,article,Don’t Count  Bibi Out  — Not Yet,"['Israel', 'Netanyahu, Benjamin', 'Bribery and Kickbacks', 'Likud Party (Israel)', 'Palestinians']",68,OpEd,23,2018-02-24 01:42:59,Unknown,There’s a reason Israel’s prime minister has endured.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/23/opinion/benjamin-netanyahu-israel.html,832
5a90bd3710f40f00018c2c3b,By A. ODYSSEUS PATRICK,article,Australia’s Gun Laws Are Not a Model for America,"['Gun Control', 'Australia', 'United States', 'United States Defense and Military Forces', 'Politics and Government', 'Firearms']",66,OpEd,0,2018-02-24 01:17:37,Unknown,Australians are scared of guns. Americans love them.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/23/opinion/australias-gun-laws-america.html,703
5a90b24f10f40f00018c2c2e,By TIYA MILES,article,Black Hair’s Blockbuster Moment,"['Hair', 'Beauty (Concept)', 'Colleges and Universities', 'Marvel Entertainment', 'Black Panther (Movie)']",68,OpEd,6,2018-02-24 00:31:06,Sunday Review,The sublime uprightness of black hair in its natural state has returned as a symbol of political consciousness.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/23/opinion/sunday/natural-hair-black-panther.html,1368
5a90a7e510f40f00018c2c1d,By THE EDITORIAL BOARD,article,Mr. Trump and Transgender Troops,"['Transgender and Transsexuals', 'United States Defense and Military Forces', 'Defense Department', 'Mattis, James N', 'Trump, Donald J']",65,Editorial,22,2018-02-23 23:46:40,Unknown,The president should seize the opportunity proposed by his defense secretary to reverse the cruel ban he unveiled on Twitter last summer.,The New York Times,Editorial,https://www.nytimes.com/2018/02/23/opinion/trumps-transgender-military-mattis.html,635
5a90791810f40f00018c2b9e,Compiled by NANCY WARTIK,article,Unknown,"['New York Times', 'Facebook Inc', 'Emotions']",66,NewsDesk,0,2018-02-23 20:26:59,Unknown,We want to know more about our readers. Tell us about one thing in your life you’re super proud of.,The New York Times,News,https://www.nytimes.com/2018/02/23/reader-center/go-ahead-brag-a-little.html,1071
5a9072da10f40f00018c2b87,By JIM RENDON,article,Broadway Hits the Blackboard Circuit,"['Theater', 'Education (K-12)', 'Atlanta (Ga)']",68,SundayBusiness,3,2018-02-23 20:00:20,Unknown,Adaptations of Broadway musicals to be performed by middle and high school students are becoming an increasingly important revenue stream for theater producers.,The New York Times,News,https://www.nytimes.com/2018/02/23/business/broadway-hits-the-middle-school-circuit.html,1677
